Temperature	Field	Energy	Magnetization	SpecificHeat	Susceptibility	M_x
2.085	0	-0.52558	0.0789086	0.000822248	0.000831825	-0.00650849
2.09	0	-0.520815	0.071618	0.000578049	0.000720476	-0.010205
2.095	0	-0.529917	0.0736647	0.000754653	0.000643646	0.00362873
2.1	0	-0.516705	0.0770712	0.000743135	0.000765994	-0.0033191
2.105	0	-0.518097	0.0839066	0.000669436	0.000913698	0.00669388
2.11	0	-0.517672	0.0782502	0.000604595	0.000639495	0.00762052
2.115	0	-0.5146	0.0759987	0.000719753	0.000854431	0.00380753
2.12	0	-0.506179	0.0830295	0.000785987	0.00114677	-0.00333332
2.125	0	-0.500498	0.090395	0.000694404	0.00135182	-0.00289672
2.13	0	-0.518089	0.0814286	0.00064963	0.00099275	-0.00846761
2.135	0	-0.506833	0.0814145	0.000631217	0.000702996	-0.00222069
2.14	0	-0.505393	0.0846896	0.000664705	0.000982899	-0.0234637
2.145	0	-0.511343	0.0830017	0.000742689	0.000911482	-0.00769051
2.15	0	-0.50292	0.0923825	0.000632705	0.00128632	-0.00410447
2.155	0	-0.484484	0.0855658	0.000658838	0.00073449	0.0166628
2.16	0	-0.504621	0.0841061	0.00073985	0.000644695	-0.00571113
2.165	0	-0.493423	0.0895371	0.000651191	0.00113188	-0.0176292
2.17	0	-0.493343	0.0784945	0.000549818	0.000722244	0.00982864
2.175	0	-0.51218	0.0853323	0.000548851	0.000894724	-0.0141122
2.18	0	-0.482978	0.0822726	0.0006168	0.000943379	0.000770385
2.185	0	-0.484862	0.0725422	0.000550204	0.00067059	-0.0122862
2.19	0	-0.493004	0.0907403	0.000637398	0.00107694	-0.00565521
2.195	0	-0.482215	0.0743622	0.000754069	0.000772313	0.009246
2.2	0	-0.483261	0.0785729	0.000586911	0.000644707	-0.00514779
2.205	0	-0.484629	0.0774269	0.000566992	0.000671432	-0.0165546
2.21	0	-0.4844	0.0899627	0.000588364	0.00117079	0.0215724
2.215	0	-0.482088	0.0924614	0.000658048	0.000958852	-0.0270316
2.22	0	-0.483874	0.0862032	0.000644913	0.00118844	0.00694758
2.225	0	-0.471723	0.0762134	0.00051689	0.000872521	-0.0154294
2.23	0	-0.47922	0.0814652	0.000569679	0.000880272	9.83603e-05
2.235	0	-0.482531	0.0876006	0.000605031	0.00086717	-0.0269314
2.24	0	-0.482054	0.0753458	0.000687563	0.000780435	-0.0226685
2.245	0	-0.479237	0.0933603	0.000663205	0.000935633	0.0270261
2.25	0	-0.461759	0.0767112	0.000655609	0.000628159	0.00983442
2.255	0	-0.470244	0.0764016	0.000533521	0.000744311	0.00330662
2.26	0	-0.476444	0.0788171	0.000563229	0.00071667	0.0159426
2.265	0	-0.483906	0.0789762	0.000732499	0.000793478	0.00797213
2.27	0	-0.463767	0.0597062	0.000571103	0.000412234	0.00214094
2.275	0	-0.465963	0.0809601	0.000539281	0.00062966	0.00454971
2.28	0	-0.454658	0.0625846	0.000525258	0.000505113	-0.00849279
2.285	0	-0.471753	0.0817735	0.000718133	0.000696564	-0.0180804
2.29	0	-0.48407	0.0778734	0.000540093	0.000747519	-0.0130064
2.295	0	-0.462734	0.0794222	0.00054231	0.000668675	0.0215308
2.3	0	-0.469294	0.0899571	0.000568847	0.000899259	0.0328557
2.305	0	-0.468484	0.0836488	0.000554746	0.00102919	0.0233475
2.31	0	-0.472117	0.0766011	0.000582625	0.000657339	-0.00210318
2.315	0	-0.460009	0.0770217	0.00051838	0.000733203	0.0132737
2.32	0	-0.470668	0.0799686	0.000600992	0.000778217	0.0289177
2.325	0	-0.448002	0.0667304	0.000565789	0.000568748	0.00531435
2.33	0	-0.461628	0.07272	0.000604781	0.000584439	-0.00646461
2.335	0	-0.457023	0.0752367	0.000598861	0.000806877	0.0130449
2.34	0	-0.474888	0.0743545	0.00063243	0.000581023	-0.0123071
2.345	0	-0.456759	0.0835008	0.000598144	0.000737183	0.0171949
2.35	0	-0.443793	0.0839869	0.000548791	0.000815786	-0.0169244
2.355	0	-0.453844	0.0793836	0.000539732	0.000691511	-0.00589139
2.36	0	-0.458386	0.0689427	0.000511778	0.000534396	-0.00294231
2.365	0	-0.462609	0.0978175	0.000536172	0.00101384	-0.00115566
2.37	0	-0.443249	0.0786715	0.000481121	0.000649382	-0.00710427
2.375	0	-0.443288	0.0714041	0.000538514	0.000528418	-0.00318645
2.38	0	-0.435049	0.0702361	0.000496493	0.000471441	0.0177752
2.385	0	-0.452219	0.0752254	0.000526998	0.00075376	0.0119892
2.39	0	-0.449459	0.0708225	0.00052836	0.000489156	-0.00446853
2.395	0	-0.440255	0.0767703	0.000611652	0.000651302	0.00813475
2.4	0	-0.442219	0.0749763	0.000601581	0.000518011	-0.00835338
2.405	0	-0.448952	0.0925091	0.000488615	0.000750446	0.0155853
2.41	0	-0.448442	0.0832697	0.000484275	0.000866002	-0.00911461
2.415	0	-0.438909	0.072176	0.000485345	0.00058556	0.0052876
2.42	0	-0.441008	0.0757571	0.000420251	0.000621885	-0.0203459
2.425	0	-0.442006	0.0813089	0.000497536	0.000653425	0.00730534
2.43	0	-0.438998	0.0735771	0.000466028	0.000607677	-0.00311971
2.435	0	-0.440446	0.0804149	0.000586758	0.000671882	-0.0168678
2.44	0	-0.451054	0.0711557	0.000510907	0.000680002	0.00508036
2.445	0	-0.436334	0.0787042	0.000459006	0.000621971	0.0158044
2.45	0	-0.442831	0.0732666	0.000401223	0.000500014	-0.00690338
2.455	0	-0.424478	0.0747303	0.000429055	0.000663827	0.0055185
2.46	0	-0.436446	0.0750839	0.000468138	0.000645451	0.0070525
2.465	0	-0.432552	0.0829715	0.000472008	0.000590348	-0.00282872
2.47	0	-0.427716	0.0669187	0.000439384	0.000451768	0.00666046
2.475	0	-0.423447	0.0760486	0.00048459	0.000465305	-0.00837136
2.48	0	-0.425984	0.0686777	0.000456214	0.000617409	0.0026637
2.485	0	-0.43225	0.0783514	0.000477341	0.000668324	0.0162397
2.49	0	-0.431332	0.0711789	0.000463655	0.000470186	-0.00286125
2.495	0	-0.427244	0.079678	0.000540109	0.000686734	0.00475281
2.5	0	-0.429248	0.0795758	0.000472199	0.000530602	0.000335842
2.505	0	-0.421587	0.0757514	0.000525938	0.00061044	-0.000880418
2.51	0	-0.419727	0.0751882	0.000446687	0.000530664	-0.00431639
2.515	0	-0.415211	0.065806	0.000386107	0.000454259	0.00657277
2.52	0	-0.408862	0.0701691	0.000474378	0.000505742	0.00411297
2.525	0	-0.413802	0.0661318	0.000438253	0.000521936	-0.00719035
2.53	0	-0.424684	0.0693946	0.000552246	0.000470558	-0.00878506
2.535	0	-0.42184	0.0816034	0.000494321	0.000714703	0.00586382
2.54	0	-0.433311	0.0780508	0.00045317	0.000627465	0.000320568
2.545	0	-0.410648	0.0694003	0.000418934	0.00051966	0.00289877
2.55	0	-0.416472	0.0785907	0.000423628	0.000625125	0.00105714
2.555	0	-0.416143	0.0738116	0.000446222	0.000559031	0.0159337
2.56	0	-0.422544	0.0716435	0.000374022	0.000550871	0.016727
2.565	0	-0.410443	0.0757565	0.000425483	0.000541027	0.0112634
2.57	0	-0.42	0.0679078	0.0004044	0.000453971	-0.0109974
2.575	0	-0.408757	0.0707732	0.000507425	0.000572007	-0.0117641
2.58	0	-0.418113	0.0757859	0.000437208	0.000561883	0.0139353
2.585	0	-0.411097	0.0658146	0.000454963	0.000466479	-0.013507
2.59	0	-0.414202	0.0723968	0.00037655	0.000468535	0.014993
2.595	0	-0.406185	0.0680136	0.000344512	0.000433149	0.0204205
2.6	0	-0.407965	0.082266	0.000380707	0.000626977	-0.0010521
2.605	0	-0.401974	0.0746201	0.000404939	0.000564054	-0.0161869
2.61	0	-0.39912	0.0764166	0.000418752	0.000694975	0.0157345
2.615	0	-0.399851	0.0803108	0.00044095	0.000665435	0.00124168
2.62	0	-0.399109	0.0621762	0.000460385	0.000440154	0.00514708
2.625	0	-0.403688	0.0697524	0.000394227	0.000396721	0.00824275
2.63	0	-0.405063	0.0740996	0.000432418	0.000632231	-0.0123588
2.635	0	-0.404278	0.070487	0.000434414	0.000464648	-7.23081e-05
2.64	0	-0.402031	0.0730266	0.000527772	0.000409865	0.0063701
2.645	0	-0.400393	0.0793934	0.000414101	0.000477822	-0.0151176
2.65	0	-0.409004	0.0718211	0.000435695	0.000480963	0.0150073
2.655	0	-0.389887	0.0686461	0.000382101	0.000556927	-0.0048396
2.66	0	-0.406059	0.0733877	0.000473758	0.000494047	0.0173884
2.665	0	-0.392986	0.0726563	0.000387409	0.000544953	0.00874654
2.67	0	-0.39847	0.0671766	0.000402563	0.000425795	0.00231812
2.675	0	-0.396541	0.0733143	0.000310993	0.000559884	0.00251646
2.68	0	-0.386781	0.0653925	0.000360196	0.000465573	0.0085255
2.685	0	-0.392523	0.0674035	0.000419151	0.000489532	-0.00168061
2.69	0	-0.396469	0.0782272	0.000416649	0.000737662	0.0115075
2.695	0	-0.389251	0.0755728	0.00033942	0.000583243	0.0149585
2.7	0	-0.389903	0.0630918	0.000427743	0.000441143	-0.00269126
2.705	0	-0.386042	0.0695514	0.000384277	0.000440057	-0.000754106
2.71	0	-0.392934	0.0665155	0.000373614	0.000442465	-0.011763
2.715	0	-0.383997	0.0679667	0.000351255	0.00039506	-0.0108344
2.72	0	-0.390351	0.0668055	0.000379701	0.000470537	-0.0024499
2.725	0	-0.387325	0.0703753	0.000422389	0.000442918	0.0137282
2.73	0	-0.383482	0.068768	0.000368139	0.000457932	0.00875429
2.735	0	-0.385254	0.0729978	0.00039338	0.000434733	-0.0138377
2.74	0	-0.387299	0.0703409	0.000415842	0.000380365	0.00147176
2.745	0	-0.381855	0.0658016	0.000326611	0.0003532	0.00112837
2.75	0	-0.382196	0.0664853	0.000370574	0.000399522	-0.00165549
2.755	0	-0.378536	0.0696294	0.000355943	0.000511617	-0.00789141
2.76	0	-0.379052	0.0720717	0.000364227	0.00051302	0.00711706
2.765	0	-0.378921	0.061601	0.000316866	0.000395608	0.00664937
2.77	0	-0.380823	0.0640169	0.000368133	0.000389954	-0.00027521
2.775	0	-0.380416	0.0649959	0.000322227	0.000383763	0.00725462
2.78	0	-0.380494	0.070511	0.000401703	0.000502743	-0.00116632
2.785	0	-0.37657	0.0756958	0.00039014	0.000479897	-0.0169534
2.79	0	-0.370912	0.0709239	0.0003429	0.000475175	0.00194212
2.795	0	-0.362043	0.0660372	0.000330459	0.000450387	0.00229168
2.8	0	-0.37457	0.0610782	0.000332087	0.000356953	0.002128
2.805	0	-0.37136	0.0696828	0.000403643	0.000455815	0.00452603
2.81	0	-0.375751	0.0730243	0.000368075	0.00048246	-0.0144289
2.815	0	-0.377454	0.0789121	0.000369978	0.000550843	-0.0202659
2.82	0	-0.373313	0.0671595	0.000381121	0.000427393	-0.0150867
2.825	0	-0.373347	0.0769786	0.000337243	0.000522587	0.00648425
2.83	0	-0.371686	0.0664211	0.000374416	0.000462766	0.000305814
2.835	0	-0.369801	0.075568	0.000315502	0.000518457	0.0056471
2.84	0	-0.370497	0.0700729	0.000364469	0.000501355	-0.00588985
2.845	0	-0.373658	0.070158	0.000379533	0.000525622	-0.00742489
2.85	0	-0.361644	0.0659074	0.000382581	0.000362783	0.0166367
2.855	0	-0.371087	0.0713912	0.000309472	0.000482831	0.00302823
2.86	0	-0.362939	0.0717682	0.000330507	0.000510207	-0.0035862
2.865	0	-0.35772	0.0640204	0.000318542	0.000395453	-0.0045617
2.87	0	-0.368863	0.0759025	0.000322246	0.000460079	-0.0176833
2.875	0	-0.36101	0.0681818	0.000375591	0.000435854	-0.00550713
2.88	0	-0.351767	0.0658652	0.000327323	0.000447469	-0.000189625
2.885	0	-0.360869	0.069579	0.000337669	0.000463732	0.00169463
2.89	0	-0.35128	0.0695396	0.000314616	0.000443916	0.000550087
2.895	0	-0.360843	0.0745219	0.000314522	0.00045829	0.00731426
2.9	0	-0.356142	0.0682824	0.000351075	0.000380078	-0.0151731
2.905	0	-0.357267	0.0732383	0.000307558	0.000439009	0.0158899
2.91	0	-0.36161	0.0672832	0.000340559	0.000428214	0.00212655
2.915	0	-0.359515	0.0656451	0.000310907	0.000379668	-0.00534497
2.92	0	-0.361235	0.0632645	0.000393442	0.000335291	0.0112211
2.925	0	-0.356247	0.0678704	0.000326235	0.000349811	0.00196524
2.93	0	-0.358226	0.0718264	0.000339245	0.000451567	0.000490516
2.935	0	-0.341016	0.076562	0.000309252	0.000520707	0.00699568
2.94	0	-0.35228	0.0647866	0.00031347	0.000426536	0.0013169
2.945	0	-0.351304	0.0682445	0.000304602	0.00043048	-0.0071136
2.95	0	-0.359926	0.0675647	0.000366554	0.000414219	0.00203795
2.955	0	-0.350695	0.0653843	0.00030657	0.000360434	-0.00179661
2.96	0	-0.352768	0.0678238	0.000291275	0.000488146	-0.00918208
2.965	0	-0.348702	0.0671556	0.000333266	0.000427226	-0.00567049
2.97	0	-0.349938	0.0617239	0.000276764	0.000394748	0.0111475
2.975	0	-0.34804	0.0643835	0.000387717	0.000369518	-0.00818962
2.98	0	-0.34945	0.0663933	0.000307772	0.000402516	0.000815873
2.985	0	-0.343504	0.0640468	0.000336263	0.000391529	0.0046134
2.99	0	-0.349481	0.0640731	0.000283247	0.000359896	0.00357467
2.995	0	-0.34858	0.0802898	0.00031273	0.00052038	-0.0330806
3	0	-0.350572	0.0706533	0.000324181	0.000455681	0.0122985
3.005	0	-0.344486	0.0637317	0.000322857	0.00035505	0.00689213
3.01	0	-0.354202	0.0661097	0.000298469	0.000371077	0.00168787
3.015	0	-0.339235	0.0655517	0.000328701	0.000390462	0.0103223
3.02	0	-0.347795	0.0634481	0.000337641	0.000331549	0.0115629
3.025	0	-0.345495	0.0723327	0.000313479	0.000471792	-0.00524667
3.03	0	-0.340218	0.0634647	0.000321514	0.000316517	0.00566718
3.035	0	-0.338499	0.0624035	0.000323897	0.000363872	0.0116765
3.04	0	-0.340057	0.065936	0.000290401	0.000362702	-0.00315554
3.045	0	-0.338099	0.0640423	0.000265938	0.000414044	-0.0122085
3.05	0	-0.338089	0.0657573	0.000280333	0.000433797	-0.001891
3.055	0	-0.334959	0.0653016	0.00027848	0.000347201	-0.0155258
3.06	0	-0.341533	0.0710895	0.00026172	0.000459134	0.0105895
3.065	0	-0.334853	0.0601778	0.000245894	0.000339074	0.000734938
3.07	0	-0.340893	0.0666921	0.000302715	0.00035209	0.00410507
3.075	0	-0.339317	0.0586788	0.000312094	0.000363398	-0.00474614
3.08	0	-0.335794	0.0639642	0.000335216	0.000322409	-0.0194591
3.085	0	-0.333117	0.0643233	0.000295965	0.000335977	-0.00640587
3.09	0	-0.328419	0.0619556	0.00031351	0.000352775	0.0128746
3.095	0	-0.332911	0.0567142	0.000250647	0.000290253	0.00157061
3.1	0	-0.337659	0.0652025	0.000337599	0.000347399	-0.00579018
3.105	0	-0.337932	0.0704106	0.000244538	0.000379067	-0.0172509
3.11	0	-0.338143	0.0639164	0.000320688	0.000370923	-0.00612832
3.115	0	-0.333774	0.0599007	0.000236561	0.000356467	0.00373439
3.12	0	-0.328697	0.0645207	0.00029107	0.000389292	0.00217137
3.125	0	-0.338442	0.0618659	0.000284969	0.000281345	0.00754584
3.13	0	-0.33109	0.0653326	0.000278933	0.000364622	-0.00274298
3.135	0	-0.328095	0.0621868	0.000278531	0.000331409	-0.0100695
3.14	0	-0.330198	0.0633151	0.000283868	0.000351159	0.00803056
3.145	0	-0.334417	0.0656525	0.000221419	0.000385053	0.00215436
3.15	0	-0.33179	0.0668602	0.000309396	0.000362336	0.00637494
3.155	0	-0.331833	0.0692712	0.000312427	0.000436612	0.000297362
3.16	0	-0.322874	0.0668889	0.000311979	0.000431059	-0.000675974
3.165	0	-0.330223	0.0705537	0.000242369	0.000496204	0.0074365
3.17	0	-0.326617	0.0711381	0.000269281	0.00039231	-0.0205413
3.175	0	-0.327575	0.0715866	0.000282532	0.000384295	0.000805323
3.18	0	-0.330076	0.0580362	0.000232783	0.000389359	-3.32595e-05
3.185	0	-0.3238	0.0659564	0.000250865	0.000349061	-0.0195213
3.19	0	-0.329689	0.0666533	0.00022161	0.00040357	0.0084268
3.195	0	-0.3236	0.0618742	0.000265932	0.000292854	-0.00549426
3.2	0	-0.323597	0.0691851	0.000305313	0.000359019	0.000251008
3.205	0	-0.315833	0.06509	0.0002398	0.000362748	0.0156778
3.21	0	-0.322289	0.0648059	0.000292106	0.000296766	0.00307798
3.215	0	-0.330406	0.067667	0.00022617	0.000330017	0.0019272
3.22	0	-0.321484	0.06221	0.000311332	0.000390414	-0.00298294
3.225	0	-0.318103	0.0635663	0.000216335	0.000339043	0.00118564
3.23	0	-0.317971	0.0579302	0.000286812	0.000305697	-0.00530975
3.235	0	-0.322873	0.0684532	0.000243768	0.000319851	-0.0133128
3.24	0	-0.321889	0.0588287	0.000229771	0.000284259	0.00494304
3.245	0	-0.317643	0.0678548	0.000251036	0.000327715	0.00761922
3.25	0	-0.31855	0.0602479	0.000267935	0.000368688	-0.00583083
3.255	0	-0.316105	0.0589624	0.000246435	0.00029306	0.00166229
3.26	0	-0.313177	0.0610665	0.000255872	0.000305258	0.0019847
3.265	0	-0.317691	0.0649244	0.000245077	0.000299319	0.00811517
3.27	0	-0.318282	0.0655144	0.000221755	0.000336887	-0.00617221
3.275	0	-0.311763	0.0695581	0.000237439	0.000301912	-0.00621855
3.28	0	-0.312256	0.0623534	0.000290727	0.000303137	-0.00204573
3.285	0	-0.317351	0.0608901	0.000229164	0.000280014	9.60528e-05
3.29	0	-0.309066	0.0603914	0.000265393	0.000301503	0.00245961
3.295	0	-0.303574	0.0638267	0.000215402	0.000308695	-0.000669797
3.3	0	-0.310786	0.0687721	0.000285834	0.000363404	-0.00700312
3.305	0	-0.312691	0.0648336	0.000243734	0.00036968	-0.00103428
3.31	0	-0.304246	0.0645343	0.000245129	0.000333116	-0.00329164
3.315	0	-0.314266	0.0598082	0.000227546	0.000254843	-0.00310514
3.32	0	-0.310938	0.0621169	0.000246947	0.000372536	-0.00731804
3.325	0	-0.315508	0.0650154	0.000273199	0.00033687	-0.0138971
3.33	0	-0.308658	0.0617862	0.000220606	0.000291872	-0.000605944
3.335	0	-0.309754	0.0640325	0.000268091	0.000328641	-0.00529677
3.34	0	-0.309996	0.0618856	0.000266683	0.000297028	-0.0119659
3.345	0	-0.320045	0.0700655	0.000234203	0.000340424	0.00212392
3.35	0	-0.31101	0.0642668	0.000241517	0.000370344	-0.0062039
3.355	0	-0.310877	0.0674118	0.000261571	0.000337361	-0.0102388
3.36	0	-0.306683	0.0621827	0.000242948	0.000303014	-0.00087855
3.365	0	-0.308808	0.0658161	0.000227425	0.00030544	-0.0132826
3.37	0	-0.31517	0.0623729	0.000269779	0.000327141	-0.00294166
3.375	0	-0.300433	0.0608935	0.000271023	0.000339449	0.00268847
3.38	0	-0.299526	0.0616946	0.000204429	0.000328888	0.0101969
3.385	0	-0.306037	0.0599525	0.000223406	0.0003157	0.00648993
3.39	0	-0.304422	0.0637003	0.000226727	0.000345933	0.0106505
3.395	0	-0.30014	0.0632034	0.000230377	0.00030296	0.00645064
3.4	0	-0.301161	0.0634526	0.000234324	0.000318785	-0.00895659
3.405	0	-0.302923	0.0585425	0.000238498	0.000287197	0.00752355
3.41	0	-0.298604	0.05471	0.000211036	0.000275146	-0.00651003
3.415	0	-0.300909	0.0628547	0.000268884	0.000318127	-0.0138003
3.42	0	-0.305126	0.0655585	0.000254403	0.000396251	0.00724589
3.425	0	-0.308324	0.0657841	0.000282701	0.000341523	0.00961098
3.43	0	-0.301565	0.0688335	0.000228539	0.000329624	0.00146942
3.435	0	-0.293716	0.0615261	0.000236206	0.000308154	-0.00707094
3.44	0	-0.29343	0.0582625	0.000219462	0.000258055	-0.00333891
3.445	0	-0.285306	0.060776	0.000215333	0.000284525	-0.00905793
3.45	0	-0.294498	0.0615213	0.000234383	0.000290115	-0.000851723
3.455	0	-0.300048	0.0592364	0.00020942	0.000270359	-0.0064736
3.46	0	-0.292844	0.0638568	0.000223956	0.000284932	0.00754976
3.465	0	-0.294867	0.0639378	0.000279207	0.00030955	0.0047424
3.47	0	-0.30358	0.0645562	0.000238028	0.000317378	-0.00690448
3.475	0	-0.301647	0.0622918	0.000209626	0.000302526	-0.00213898
3.48	0	-0.299089	0.0547455	0.000227899	0.000237783	0.00933284
3.485	0	-0.301009	0.0644104	0.000227613	0.00031713	0.00257417
3.49	0	-0.303603	0.0594778	0.00021973	0.000268851	0.00225605
3.495	0	-0.290152	0.0602707	0.000227971	0.00030696	-0.00252844
3.5	0	-0.30206	0.0643512	0.000245445	0.000304456	0.0052485
3.505	0	-0.297571	0.0592627	0.000218288	0.00027216	-0.00345799
3.51	0	-0.286787	0.0585115	0.000204493	0.000264727	-0.00260274
3.515	0	-0.29497	0.0594143	0.000192176	0.00026947	-0.0136331
3.52	0	-0.287189	0.0615922	0.000204661	0.000286166	0.00609087
3.525	0	-0.294767	0.0584312	0.00024076	0.000269098	0.00262491
3.53	0	-0.292249	0.0575259	0.000219128	0.000272774	0.00209436
3.535	0	-0.288972	0.0575038	0.00018903	0.000308552	-0.00144423
3.54	0	-0.284546	0.057495	0.00021063	0.000289618	0.00455196
3.545	0	-0.28392	0.0667984	0.000233138	0.000347936	0.0101669
3.55	0	-0.287412	0.0664534	0.000206215	0.000356054	-0.000785921
3.555	0	-0.288841	0.0602507	0.000214005	0.000261807	-0.00188855
3.56	0	-0.296116	0.0591695	0.000227108	0.000221311	0.00251947
3.565	0	-0.285687	0.0592599	0.000232327	0.000271582	0.00507273
3.57	0	-0.28587	0.0613127	0.000213999	0.000250851	-0.0118879
3.575	0	-0.283677	0.0670063	0.000225777	0.000281872	-0.00718988
3.58	0	-0.295782	0.0615116	0.000222243	0.000290256	0.00382897
3.585	0	-0.286206	0.0607633	0.000200207	0.000240035	0.00285421
3.59	0	-0.289974	0.0575101	0.000239052	0.000256493	0.00474218
3.595	0	-0.287114	0.0614605	0.000182347	0.000285089	-0.00666433
3.6	0	-0.281811	0.0633804	0.000192144	0.000237776	-0.00609196
3.605	0	-0.285607	0.0651215	0.000205246	0.000301283	0.0206774
3.61	0	-0.288462	0.0676963	0.000191626	0.000313585	0.0136887
3.615	0	-0.291688	0.0610168	0.000183232	0.00029908	-0.00486314
3.62	0	-0.288074	0.065458	0.000226871	0.000295592	0.0055823
3.625	0	-0.276452	0.0585069	0.000202563	0.000268741	-0.0103524
3.63	0	-0.276931	0.0607491	0.000194841	0.000319168	-0.00297697
3.635	0	-0.279968	0.0667226	0.000220386	0.000355146	-0.00402683
3.64	0	-0.292136	0.0638853	0.000174528	0.000299916	0.00375981
3.645	0	-0.282064	0.0607641	0.000215612	0.000268221	-5.83006e-05
3.65	0	-0.285296	0.057726	0.000207201	0.000272493	0.00446172
3.655	0	-0.275239	0.0608865	0.000199314	0.000236264	0.0113755
3.66	0	-0.276675	0.0604365	0.000181659	0.000268862	0.00456257
3.665	0	-0.279001	0.0561863	0.000195348	0.00022423	0.00489653
3.67	0	-0.283653	0.0644556	0.000186731	0.000299212	-0.000116309
3.675	0	-0.278384	0.0567891	0.000217593	0.00025365	0.00365451
3.68	0	-0.287603	0.0610292	0.000187931	0.000251892	-0.00254267
3.685	0	-0.275393	0.0640709	0.000175739	0.000260572	0.00797861
3.69	0	-0.281638	0.0660984	0.000190566	0.000281169	-0.00765393
3.695	0	-0.273704	0.0602399	0.000208685	0.000285359	-0.000928815
3.7	0	-0.278133	0.0641953	0.000162489	0.000324607	0.00357977
3.705	0	-0.267562	0.0642725	0.000204449	0.000256659	0.00955757
3.71	0	-0.273191	0.0586551	0.000210433	0.000237807	-0.00105315
3.715	0	-0.282057	0.0630147	0.000173732	0.000239386	-0.00705644
3.72	0	-0.271974	0.0592306	0.000175063	0.000263945	0.00257447
3.725	0	-0.279846	0.0591003	0.000203728	0.000256519	-0.00409732
3.73	0	-0.277959	0.0583188	0.000173804	0.000250758	-0.00483795
3.735	0	-0.281158	0.0650987	0.000160592	0.000281276	0.00063606
3.74	0	-0.269337	0.0704	0.000194119	0.000373131	0.0151486
3.745	0	-0.271576	0.0622585	0.000181665	0.000265638	0.00589076
3.75	0	-0.270825	0.0602969	0.000211067	0.000235875	0.00114812
3.755	0	-0.277524	0.0559494	0.000190421	0.000221692	0.010846
3.76	0	-0.280007	0.060312	0.000202712	0.000224785	0.00293903
3.765	0	-0.268543	0.0611331	0.000180263	0.000246015	-0.00334972
3.77	0	-0.274336	0.0605038	0.000193704	0.000271323	0.00475708
3.775	0	-0.275421	0.0676212	0.000190556	0.000310432	0.0148756
3.78	0	-0.269436	0.0589641	0.000182596	0.000252292	-0.00368582
3.785	0	-0.279984	0.0608303	0.00020908	0.000259668	-0.00814159
3.79	0	-0.264128	0.0628091	0.000213447	0.000246346	0.00367336
3.795	0	-0.271617	0.0590951	0.00017139	0.000287	0.00895679
3.8	0	-0.259694	0.0570678	0.000178175	0.000236186	0.0080116
3.805	0	-0.275	0.0592375	0.000173402	0.000206674	0.00113409
3.81	0	-0.267408	0.0567787	0.000190727	0.000248332	0.00513014
3.815	0	-0.270875	0.0595355	0.000193083	0.000263651	0.00717662
3.82	0	-0.268009	0.0598521	0.000174882	0.000274553	0.0161034
3.825	0	-0.264717	0.0628354	0.000172595	0.000246649	-0.00170955
3.83	0	-0.271091	0.0598552	0.000191884	0.000257688	-0.00198179
3.835	0	-0.269827	0.0576799	0.00019009	0.000228634	0.00469684
3.84	0	-0.265784	0.0625734	0.000175797	0.00025713	-0.00636076
3.845	0	-0.26547	0.0635243	0.000185608	0.000270516	-0.0067972
3.85	0	-0.261008	0.0649572	0.000208402	0.000315376	-0.00575811
3.855	0	-0.258371	0.0605363	0.000179905	0.000273747	-0.00623568
3.86	0	-0.272027	0.0669834	0.000215917	0.000327177	-0.00624924
3.865	0	-0.259638	0.0568224	0.000172524	0.000243995	-0.0181143
3.87	0	-0.261745	0.0567148	0.000203845	0.000260907	-0.00373353
3.875	0	-0.259643	0.0598615	0.000178746	0.000253476	0.00481461
3.88	0	-0.266803	0.0600559	0.000176406	0.000243001	-0.00764498
3.885	0	-0.265204	0.0621948	0.000175147	0.000249915	0.0134749
3.89	0	-0.262745	0.0611	0.000173594	0.000300946	0.00143546
3.895	0	-0.256968	0.0529696	0.000189646	0.000184319	-0.00632523
3.9	0	-0.260118	0.0634101	0.000153123	0.000251043	0.0171168
3.905	0	-0.259376	0.0581179	0.000173487	0.000233803	-0.00755331
3.91	0	-0.259396	0.0570809	0.000178927	0.000233355	-0.000898882
3.915	0	-0.259389	0.0560733	0.000167098	0.000216629	0.00280781
3.92	0	-0.260153	0.0599614	0.000163594	0.000235455	-0.00272795
3.925	0	-0.261606	0.0580134	0.000155859	0.000237519	0.00457553
3.93	0	-0.262481	0.0616327	0.00019373	0.000301788	0.00103668
3.935	0	-0.256493	0.0603968	0.000164792	0.000283817	0.00174721
3.94	0	-0.258394	0.0582761	0.000156216	0.000245418	0.00340352
3.945	0	-0.263428	0.0570044	0.000160148	0.000242518	0.00125711
3.95	0	-0.252678	0.055223	0.000177958	0.000212357	-0.00225504
3.955	0	-0.255094	0.0602311	0.000138975	0.000246346	-0.00768441
3.96	0	-0.256626	0.0571196	0.000170953	0.000197881	0.00476963
3.965	0	-0.26107	0.0592369	0.000158568	0.000228727	0.00169048
3.97	0	-0.253288	0.0558652	0.000176437	0.000180675	-0.00325694
3.975	0	-0.254483	0.0582547	0.000142966	0.000241733	0.00715808
3.98	0	-0.26094	0.0561747	0.000164771	0.000224205	0.00703973
3.985	0	-0.250146	0.059145	0.000194767	0.000284409	0.00126459
3.99	0	-0.254909	0.0597794	0.000152491	0.000239343	-0.000381544
3.995	0	-0.248786	0.0646369	0.000156213	0.000303861	-0.0189843
